fecha_emision,fecha_corte,id,producto,fe_inventario,cantidad_mb,fe_proceso,fl_atipico,cantidad_mb_lim,vlmen_fndo_ttal,ANON_CO_OSINERG,ANON_PTA_ABASTECIMIENTO
20250701,20250701,1,G Premium,2025-01-12 00:00:00,35.985,2025-01-19 12:10:02,0,35.985,0.033,3dcd3239e2,83ae64708f
20250701,20250701,2,G Premium,2025-01-09 00:00:00,0,2025-01-16 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,3,G Premium,2025-01-22 00:00:00,0.32607,2025-01-29 12:10:02,0,0.32607,0.00029,6ef1e6909e,9fc7ed4647
20250701,20250701,4,G Premium,2025-02-02 00:00:00,16.2148,2025-02-09 12:10:02,0,16.2148,2.6157,98feeeb363,335ac645f3
20250701,20250701,5,G Premium,2025-01-05 00:00:00,0,2025-01-12 12:10:01,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,6,G Premium,2025-01-06 00:00:00,0,2025-01-13 12:10:01,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,7,G Premium,2025-01-24 00:00:00,0,2025-01-31 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,8,G Premium,2025-01-05 00:00:00,0.41415,2025-01-12 12:10:01,0,0.41415,0,6712a90afd,21f2e15b7a
20250701,20250701,9,G Premium,2025-01-06 00:00:00,0.0562,2025-01-13 12:10:01,0,0.0562,0,6712a90afd,21f2e15b7a
20250701,20250701,10,G Premium,2025-01-31 00:00:00,0.781,2025-02-07 12:10:02,0,0.781,0.01,ae79ee44db,1c8735200b
20250701,20250701,11,G Premium,2025-01-29 00:00:00,9.277,2025-02-05 12:10:02,0,9.277,0.05,3dcd3239e2,83ae64708f
20250701,20250701,12,G Premium,2025-01-22 00:00:00,0,2025-01-29 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,13,G Premium,2025-01-30 00:00:00,0,2025-02-06 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,14,G Premium,2025-02-09 00:00:00,59.135,2025-02-16 12:10:02,0,59.135,1.885,4cf95d140f,6c0c0fb3aa
20250701,20250701,15,G Premium,2025-02-10 00:00:00,3.747,2025-02-17 12:10:01,0,3.747,0.091,8709d6cc57,40a28403d5
20250701,20250701,16,G Premium,2025-02-04 00:00:00,13.5511,2025-02-11 12:10:02,0,13.5511,2.3097,98feeeb363,335ac645f3
20250701,20250701,17,G Premium,2025-02-08 00:00:00,3.483,2025-02-15 12:10:01,0,3.483,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,18,G Premium,2025-02-11 00:00:00,1.414,2025-02-18 12:10:02,0,1.414,0.01,ae79ee44db,1c8735200b
20250701,20250701,19,G Premium,2025-02-07 00:00:00,11.3827,2025-02-14 12:10:01,0,11.3827,2.2952,98feeeb363,335ac645f3
20250701,20250701,20,G Premium,2025-02-12 00:00:00,1.328,2025-02-19 12:10:02,0,1.328,0.01,ae79ee44db,1c8735200b
20250701,20250701,21,G Premium,2025-02-10 00:00:00,3.483,2025-02-17 12:10:01,0,3.483,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,22,G Premium,2025-02-09 00:00:00,0,2025-02-16 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,23,G Premium,2025-02-26 00:00:00,0,2025-03-05 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,24,G Premium,2025-02-14 00:00:00,29.218,2025-02-21 12:10:02,0,29.218,0.05,3dcd3239e2,83ae64708f
20250701,20250701,25,G Premium,2025-03-01 00:00:00,0,2025-03-08 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,26,G Premium,2025-02-07 00:00:00,28.17322,2025-02-14 12:10:01,0,28.17322,0.31319,88e7fc29c2,55376407d5
20250701,20250701,27,G Premium,2025-02-09 00:00:00,2.511,2025-02-16 12:10:02,0,2.511,0.004,7f4a492646,40a396d3e7
20250701,20250701,28,G Premium,2025-02-08 00:00:00,203.114,2025-02-15 12:10:01,0,203.114,27.071,aef48fddb6,7cf5cc2019
20250701,20250701,29,G Premium,2025-01-05 00:00:00,28.025,2025-01-12 12:10:01,0,28.025,11.791,f031034954,f187d23508
20250701,20250701,30,G Premium,2025-01-06 00:00:00,40.827,2025-01-13 12:10:01,0,40.827,1.885,4cf95d140f,6c0c0fb3aa
20250701,20250701,31,G Premium,2025-01-07 00:00:00,0,2025-01-14 12:10:01,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,32,G Premium,2025-01-12 00:00:00,0,2025-01-19 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,33,G Premium,2025-01-06 00:00:00,15.5367,2025-01-13 12:10:01,0,15.5367,2.4399,98feeeb363,335ac645f3
20250701,20250701,34,G Premium,2025-01-01 00:00:00,0,2025-01-08 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,35,G Premium,2025-01-07 00:00:00,1.114,2025-01-14 12:10:01,0,1.114,0.01,ae79ee44db,1c8735200b
20250701,20250701,36,G Premium,2025-01-22 00:00:00,0,2025-01-29 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,37,G Premium,2025-01-15 00:00:00,47.422,2025-01-22 12:10:02,0,47.422,13.002,f031034954,f187d23508
20250701,20250701,38,G Premium,2025-01-12 00:00:00,0.59,2025-01-19 12:10:02,0,0.59,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,39,G Premium,2025-01-01 00:00:00,1.791,2025-01-08 12:10:02,0,1.791,0.004,7f4a492646,40a396d3e7
20250701,20250701,40,G Premium,2025-01-30 00:00:00,2.573,2025-02-06 12:10:02,0,2.573,0.004,7f4a492646,40a396d3e7
20250701,20250701,41,G Premium,2025-01-26 00:00:00,5.17366,2025-02-02 12:10:05,0,5.17366,0.31319,88e7fc29c2,55376407d5
20250701,20250701,42,G Premium,2025-01-09 00:00:00,3.71084,2025-01-16 12:10:02,0,3.71084,0.31319,88e7fc29c2,55376407d5
20250701,20250701,43,G Premium,2025-01-29 00:00:00,0.41,2025-02-05 12:10:02,0,0.41,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,44,G Premium,2025-01-30 00:00:00,11.691,2025-02-06 12:10:02,0,11.691,0.242,b7c0f5e3b5,693e66b85d
20250701,20250701,45,G Premium,2025-02-13 00:00:00,0.959,2025-02-20 12:10:02,0,0.959,0.01,ae79ee44db,1c8735200b
20250701,20250701,46,G Premium,2025-02-09 00:00:00,8.977,2025-02-16 12:10:02,0,8.977,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,47,G Premium,2025-02-11 00:00:00,0,2025-02-18 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,48,G Premium,2025-02-10 00:00:00,230.588,2025-02-17 12:10:01,0,230.588,27.071,aef48fddb6,7cf5cc2019
20250701,20250701,49,G Premium,2025-02-12 00:00:00,0,2025-02-19 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,50,G Premium,2025-02-08 00:00:00,50.566,2025-02-15 12:10:01,0,50.566,1.885,4cf95d140f,6c0c0fb3aa
20250701,20250701,51,G Premium,2025-02-09 00:00:00,45.043,2025-02-16 12:10:02,0,45.043,14.124,f031034954,f187d23508
20250701,20250701,52,G Premium,2025-02-26 00:00:00,0.3208,2025-03-05 12:10:02,0,0.3208,0,6712a90afd,21f2e15b7a
20250701,20250701,53,G Premium,2025-03-03 00:00:00,0,2025-03-10 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,54,G Premium,2025-02-11 00:00:00,3.408,2025-02-18 12:10:02,0,3.408,0.091,8709d6cc57,40a28403d5
20250701,20250701,55,G Premium,2025-02-08 00:00:00,0,2025-02-15 12:10:01,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,56,G Premium,2025-02-12 00:00:00,4.043,2025-02-19 12:10:02,0,4.043,0.091,8709d6cc57,40a28403d5
20250701,20250701,57,G Premium,2025-01-07 00:00:00,0.0503,2025-01-14 12:10:01,0,0.0503,0,6712a90afd,21f2e15b7a
20250701,20250701,58,G Premium,2025-01-12 00:00:00,0.3669,2025-01-19 12:10:02,0,0.3669,0,6712a90afd,21f2e15b7a
20250701,20250701,59,G Premium,2025-01-06 00:00:00,0,2025-01-13 12:10:01,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,60,G Premium,2025-01-13 00:00:00,0.59,2025-01-20 12:10:02,0,0.59,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,61,G Premium,2025-01-01 00:00:00,8.588,2025-01-08 12:10:02,0,8.588,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,62,G Premium,2025-01-17 00:00:00,0.747,2025-01-24 12:10:02,0,0.747,0.01,ae79ee44db,1c8735200b
20250701,20250701,63,G Premium,2025-01-07 00:00:00,0,2025-01-14 12:10:01,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,64,G Premium,2025-01-01 00:00:00,30.74,2025-01-08 12:10:02,0,30.74,11.791,f031034954,f187d23508
20250701,20250701,65,G Premium,2025-01-12 00:00:00,1.34,2025-01-19 12:10:02,0,1.34,0.01,ae79ee44db,1c8735200b
20250701,20250701,66,G Premium,2025-01-22 00:00:00,0.4734,2025-01-29 12:10:02,0,0.4734,0,6712a90afd,21f2e15b7a
20250701,20250701,67,G Premium,2025-01-19 00:00:00,9.485,2025-01-26 12:10:02,0,9.485,0.033,3dcd3239e2,83ae64708f
20250701,20250701,68,G Premium,2025-01-09 00:00:00,11.0823,2025-01-16 12:10:02,0,11.0823,2.4293,98feeeb363,335ac645f3
20250701,20250701,69,G Premium,2025-01-31 00:00:00,0,2025-02-07 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,70,G Premium,2025-04-30 00:00:00,0,2025-05-07 12:10:01,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,71,G Premium,2025-02-25 00:00:00,0,2025-03-04 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,72,G Premium,2025-04-29 00:00:00,8.808,2025-05-06 12:10:02,0,8.808,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,73,G Premium,2025-03-28 00:00:00,212.201,2025-04-04 12:10:02,0,212.201,27.071,aef48fddb6,7cf5cc2019
20250701,20250701,74,G Premium,2025-05-15 00:00:00,49.316,2025-05-22 12:10:02,0,49.316,13.782,f031034954,f187d23508
20250701,20250701,75,G Premium,2025-05-08 00:00:00,12.278,2025-05-15 12:10:02,0,12.278,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,76,G Premium,2025-05-07 00:00:00,0,2025-05-14 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,77,G Premium,2025-05-16 00:00:00,54.151,2025-05-23 12:10:02,0,54.151,1.833,4cf95d140f,6c0c0fb3aa
20250701,20250701,78,G Premium,2025-05-17 00:00:00,6.052,2025-05-24 12:10:02,0,6.052,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,79,G Premium,2025-05-08 00:00:00,47.338,2025-05-15 12:10:02,0,47.338,13.782,f031034954,f187d23508
20250701,20250701,80,G Premium,2025-06-11 00:00:00,0,2025-06-18 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,81,G Premium,2025-05-14 00:00:00,365.158,2025-05-21 12:10:02,0,365.158,50.325,aef48fddb6,7cf5cc2019
20250701,20250701,82,G Premium,2025-05-15 00:00:00,0.26932,2025-05-22 12:10:02,0,0.26932,0.00029,6ef1e6909e,9fc7ed4647
20250701,20250701,83,G Premium,2025-05-27 00:00:00,19.369,2025-06-03 12:10:28,0,19.369,0.034,3dcd3239e2,83ae64708f
20250701,20250701,84,G Premium,2025-05-16 00:00:00,0,2025-05-23 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,85,G Premium,2025-03-06 00:00:00,1.294,2025-03-13 12:10:01,0,1.294,0.01,ae79ee44db,1c8735200b
20250701,20250701,86,G Premium,2025-03-10 00:00:00,7.882,2025-03-17 12:10:02,0,7.882,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,87,G Premium,2025-03-01 00:00:00,0,2025-03-08 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,88,G Premium,2025-03-01 00:00:00,12.709,2025-03-08 12:10:02,0,12.709,0.091,8709d6cc57,40a28403d5
20250701,20250701,89,G Premium,2025-03-10 00:00:00,70.246,2025-03-17 12:10:02,0,70.246,15.099,f031034954,f187d23508
20250701,20250701,90,G Premium,2025-03-14 00:00:00,0.89,2025-03-21 12:10:02,0,0.89,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,91,G Premium,2025-03-06 00:00:00,0,2025-03-13 12:10:01,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,92,G Premium,2025-03-01 00:00:00,4.189,2025-03-08 12:10:02,0,4.189,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,93,G Premium,2025-03-23 00:00:00,36.55,2025-03-30 12:10:01,0,36.55,0.033,3dcd3239e2,83ae64708f
20250701,20250701,94,G Premium,2025-04-27 00:00:00,396.936,2025-05-04 12:10:02,1,396.936,56.023,aef48fddb6,7cf5cc2019
20250701,20250701,95,G Premium,2025-02-20 00:00:00,0,2025-02-27 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,96,G Premium,2025-04-21 00:00:00,0,2025-04-28 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,97,G Premium,2025-04-23 00:00:00,1.195,2025-04-30 12:10:02,0,1.195,0.01,ae79ee44db,1c8735200b
20250701,20250701,98,G Premium,2025-02-20 00:00:00,3.393,2025-02-27 12:10:02,0,3.393,0.004,7f4a492646,40a396d3e7
20250701,20250701,99,G Premium,2025-04-13 00:00:00,38.02,2025-04-20 12:10:02,0,38.02,12.363,f031034954,f187d23508
20250701,20250701,100,G Premium,2025-02-20 00:00:00,9.984,2025-02-27 12:10:02,0,9.984,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,101,G Premium,2025-04-25 00:00:00,0,2025-05-02 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,102,G Premium,2025-04-03 00:00:00,14.8653,2025-04-10 12:10:01,0,14.8653,2.3661,98feeeb363,335ac645f3
20250701,20250701,103,G Premium,2025-04-24 00:00:00,0.1399,2025-05-01 12:10:02,0,0.1399,0,6712a90afd,21f2e15b7a
20250701,20250701,104,G Premium,2025-04-21 00:00:00,3.591,2025-04-28 12:10:02,0,3.591,0.004,7f4a492646,40a396d3e7
20250701,20250701,105,G Premium,2025-03-27 00:00:00,13.1949,2025-04-03 12:10:02,0,13.1949,2.3171,98feeeb363,335ac645f3
20250701,20250701,106,G Premium,2025-04-18 00:00:00,5.653,2025-04-25 12:10:02,0,5.653,0.092,8709d6cc57,40a28403d5
20250701,20250701,107,G Premium,2025-04-29 00:00:00,0,2025-05-06 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,108,G Premium,2025-02-20 00:00:00,44.801,2025-02-27 12:10:02,0,44.801,14.124,f031034954,f187d23508
20250701,20250701,109,G Premium,2025-04-20 00:00:00,0.59,2025-04-27 12:10:02,0,0.59,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,110,G Premium,2025-04-12 00:00:00,0.16776,2025-04-19 12:10:02,0,0.16776,0.00029,6ef1e6909e,9fc7ed4647
20250701,20250701,111,G Premium,2025-04-15 00:00:00,0,2025-04-22 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,112,G Premium,2025-04-19 00:00:00,1.354,2025-04-26 12:11:39,0,1.354,0.01,ae79ee44db,1c8735200b
20250701,20250701,113,G Premium,2025-04-21 00:00:00,0,2025-04-28 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,114,G Premium,2025-04-25 00:00:00,8.72881,2025-05-02 12:10:02,0,8.72881,0.31319,88e7fc29c2,55376407d5
20250701,20250701,115,G Premium,2025-04-12 00:00:00,0,2025-04-19 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,116,G Premium,2025-03-28 00:00:00,52.492,2025-04-04 12:10:02,0,52.492,1.885,4cf95d140f,6c0c0fb3aa
20250701,20250701,117,G Premium,2025-02-25 00:00:00,17.22181,2025-03-04 12:10:02,0,17.22181,0.31319,88e7fc29c2,55376407d5
20250701,20250701,118,G Premium,2025-04-15 00:00:00,0.0049,2025-04-22 12:10:02,0,0.0049,0,6712a90afd,21f2e15b7a
20250701,20250701,119,G Premium,2025-04-27 00:00:00,3.942,2025-05-04 12:10:02,0,3.942,0.034,3dcd3239e2,83ae64708f
20250701,20250701,120,G Premium,2025-04-20 00:00:00,1.247,2025-04-27 12:10:02,0,1.247,0.01,ae79ee44db,1c8735200b
20250701,20250701,121,G Premium,2025-05-07 00:00:00,51.82233,2025-05-14 12:10:02,0,51.82233,0.31319,88e7fc29c2,55376407d5
20250701,20250701,122,G Premium,2025-05-14 00:00:00,58.866,2025-05-21 12:10:02,0,58.866,1.833,4cf95d140f,6c0c0fb3aa
20250701,20250701,123,G Premium,2025-05-21 00:00:00,0.54,2025-05-28 12:10:02,0,0.54,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,124,G Premium,2025-05-06 00:00:00,59.473,2025-05-13 12:10:07,0,59.473,0.033,3dcd3239e2,83ae64708f
20250701,20250701,125,G Premium,2025-05-08 00:00:00,0.32968,2025-05-15 12:10:02,0,0.32968,0.00029,6ef1e6909e,9fc7ed4647
20250701,20250701,126,G Premium,2025-05-16 00:00:00,2.248,2025-05-23 12:10:02,0,2.248,0.004,7f4a492646,40a396d3e7
20250701,20250701,127,G Premium,2025-05-17 00:00:00,350.346,2025-05-24 12:10:02,0,350.346,50.325,aef48fddb6,7cf5cc2019
20250701,20250701,128,G Premium,2025-05-15 00:00:00,0,2025-05-22 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,129,G Premium,2025-05-07 00:00:00,10.0215,2025-05-14 12:10:02,0,10.0215,2.3509,98feeeb363,335ac645f3
20250701,20250701,130,G Premium,2025-05-08 00:00:00,0,2025-05-15 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,131,G Premium,2025-05-06 00:00:00,0.38,2025-05-13 12:10:07,0,0.38,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,132,G Premium,2025-05-16 00:00:00,6.948,2025-05-23 12:10:02,0,6.948,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,133,G Premium,2025-05-14 00:00:00,0,2025-05-21 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,134,G Premium,2025-03-31 00:00:00,8.365,2025-04-07 12:10:02,0,8.365,0.092,8709d6cc57,40a28403d5
20250701,20250701,135,G Premium,2025-03-19 00:00:00,49.08687,2025-03-26 12:10:03,0,49.08687,0.31319,88e7fc29c2,55376407d5
20250701,20250701,136,G Premium,2025-03-01 00:00:00,155.665,2025-03-08 12:10:02,0,155.665,27.071,aef48fddb6,7cf5cc2019
20250701,20250701,137,G Premium,2025-03-15 00:00:00,0,2025-03-22 12:10:02,0,0,0,13c3a19c48,0af6a53b9b
20250701,20250701,138,G Premium,2025-03-14 00:00:00,0.806,2025-03-21 12:10:02,0,0.806,0.01,ae79ee44db,1c8735200b
20250701,20250701,139,G Premium,2025-03-10 00:00:00,1.593,2025-03-17 12:10:02,1,1.593,0.00795,6ef1e6909e,9fc7ed4647
20250701,20250701,140,G Premium,2025-03-06 00:00:00,12.097,2025-03-13 12:10:01,0,12.097,0.092,8709d6cc57,40a28403d5
20250701,20250701,141,G Premium,2025-04-03 00:00:00,0,2025-04-10 12:10:01,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,142,G Premium,2025-03-15 00:00:00,0.3189,2025-03-22 12:10:02,0,0.3189,0,6712a90afd,21f2e15b7a
20250701,20250701,143,G Premium,2025-03-24 00:00:00,36.252,2025-03-31 12:10:02,0,36.252,0.033,3dcd3239e2,83ae64708f
20250701,20250701,144,G Premium,2025-03-01 00:00:00,67.769,2025-03-08 12:10:02,0,67.769,1.885,4cf95d140f,6c0c0fb3aa
20250701,20250701,145,G Premium,2025-03-06 00:00:00,5.252,2025-03-13 12:10:01,0,5.252,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,146,G Premium,2025-03-10 00:00:00,0,2025-03-17 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,147,G Premium,2025-03-19 00:00:00,12.4849,2025-03-26 12:10:03,0,12.4849,2.3008,98feeeb363,335ac645f3
20250701,20250701,148,G Premium,2025-03-23 00:00:00,0.93,2025-03-30 12:10:01,0,0.93,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,149,G Premium,2025-03-31 00:00:00,4.351,2025-04-07 12:10:02,0,4.351,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,150,G Premium,2025-03-14 00:00:00,0,2025-03-21 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,151,G Premium,2025-04-21 00:00:00,63.024,2025-04-28 12:10:02,0,63.024,13.782,f031034954,f187d23508
20250701,20250701,152,G Premium,2025-04-13 00:00:00,0.10823,2025-04-20 12:10:02,0,0.10823,0.00029,6ef1e6909e,9fc7ed4647
20250701,20250701,153,G Premium,2025-04-18 00:00:00,3.878,2025-04-25 12:10:02,0,3.878,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,154,G Premium,2025-02-20 00:00:00,0.25257,2025-02-27 12:10:02,0,0.25257,0.00029,6ef1e6909e,9fc7ed4647
20250701,20250701,155,G Premium,2025-04-30 00:00:00,0.5,2025-05-07 12:10:01,0,0.5,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,156,G Premium,2025-04-13 00:00:00,0,2025-04-20 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,157,G Premium,2025-04-21 00:00:00,13.632,2025-04-28 12:10:02,0,13.632,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,158,G Premium,2025-04-25 00:00:00,0.016,2025-05-02 12:10:02,0,0.016,0,6712a90afd,21f2e15b7a
20250701,20250701,159,G Premium,2025-04-23 00:00:00,0,2025-04-30 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,160,G Premium,2025-02-20 00:00:00,0,2025-02-27 12:10:02,0,0,0,2127ae39c1,fdb7133ee2
20250701,20250701,161,G Premium,2025-04-29 00:00:00,0.0032,2025-05-06 12:10:02,0,0.0032,0,6712a90afd,21f2e15b7a
20250701,20250701,162,G Premium,2025-04-18 00:00:00,350.2,2025-04-25 12:10:02,0,350.2,36.946,aef48fddb6,7cf5cc2019
20250701,20250701,163,G Premium,2025-04-21 00:00:00,0.3176,2025-04-28 12:10:02,0,0.3176,0,6712a90afd,21f2e15b7a
20250701,20250701,164,G Premium,2025-02-25 00:00:00,14.7868,2025-03-04 12:10:02,0,14.7868,2.2961,98feeeb363,335ac645f3
20250701,20250701,165,G Premium,2025-03-28 00:00:00,0,2025-04-04 12:10:02,0,0,0,4fb94f5f59,2a0054029a
20250701,20250701,166,G Premium,2025-03-12 00:00:00,51.25,2025-03-19 12:10:02,0,51.25,0.034,3dcd3239e2,83ae64708f
20250701,20250701,167,G Premium,2025-04-19 00:00:00,0,2025-04-26 12:11:39,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,168,G Premium,2025-04-29 00:00:00,68.672,2025-05-06 12:10:02,0,68.672,13.782,f031034954,f187d23508
20250701,20250701,169,G Premium,2025-03-28 00:00:00,2.399,2025-04-04 12:10:02,0,2.399,0.004,7f4a492646,40a396d3e7
20250701,20250701,170,G Premium,2025-03-12 00:00:00,0.55,2025-03-19 12:10:02,0,0.55,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,171,G Premium,2025-03-28 00:00:00,14.111,2025-04-04 12:10:02,0,14.111,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,172,G Premium,2025-04-12 00:00:00,50.26635,2025-04-19 12:10:02,0,50.26635,0.31319,88e7fc29c2,55376407d5
20250701,20250701,173,G Premium,2025-04-25 00:00:00,9.2803,2025-05-02 12:10:02,0,9.2803,2.2707,98feeeb363,335ac645f3
20250701,20250701,174,G Premium,2025-04-19 00:00:00,5.653,2025-04-26 12:11:39,0,5.653,0.092,8709d6cc57,40a28403d5
20250701,20250701,175,G Premium,2025-04-20 00:00:00,0,2025-04-27 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,176,G Premium,2025-05-14 00:00:00,2.735,2025-05-21 12:10:02,0,2.735,0.004,7f4a492646,40a396d3e7
20250701,20250701,177,G Premium,2025-05-06 00:00:00,1.1,2025-05-13 12:10:07,0,1.1,0.01,ae79ee44db,1c8735200b
20250701,20250701,178,G Premium,2025-01-05 00:00:00,5.009,2025-01-12 12:10:01,0,5.009,0.033,3dcd3239e2,83ae64708f
20250701,20250701,179,G Premium,2025-01-24 00:00:00,10.48513,2025-01-31 12:10:02,0,10.48513,0.31319,88e7fc29c2,55376407d5
20250701,20250701,180,G Premium,2025-01-22 00:00:00,14.50621,2025-01-29 12:10:02,0,14.50621,0.31319,88e7fc29c2,55376407d5
20250701,20250701,181,G Premium,2025-01-26 00:00:00,16.2645,2025-02-02 12:10:05,0,16.2645,2.539,98feeeb363,335ac645f3
20250701,20250701,182,G Premium,2025-01-06 00:00:00,5.009,2025-01-13 12:10:01,0,5.009,0.033,3dcd3239e2,83ae64708f
20250701,20250701,183,G Premium,2025-01-05 00:00:00,0.5,2025-01-12 12:10:01,0,0.5,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,184,G Premium,2025-02-14 00:00:00,0.51,2025-02-21 12:10:02,0,0.51,0.10858,e90944ccc2,ac27e8b233
20250701,20250701,185,G Premium,2025-03-01 00:00:00,0.4031,2025-03-08 12:10:02,0,0.4031,0,6712a90afd,21f2e15b7a
20250701,20250701,186,G Premium,2025-02-10 00:00:00,59.135,2025-02-17 12:10:01,0,59.135,1.885,4cf95d140f,6c0c0fb3aa
20250701,20250701,187,G Premium,2025-02-13 00:00:00,0,2025-02-20 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,188,G Premium,2025-02-08 00:00:00,3.008,2025-02-15 12:10:01,0,3.008,0.004,7f4a492646,40a396d3e7
20250701,20250701,189,G Premium,2025-02-09 00:00:00,0.48333,2025-02-16 12:10:02,0,0.48333,0.00029,6ef1e6909e,9fc7ed4647
20250701,20250701,190,G Premium,2025-02-11 00:00:00,3.262,2025-02-18 12:10:02,0,3.262,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,191,G Premium,2025-02-08 00:00:00,9.793,2025-02-15 12:10:01,0,9.793,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,192,G Premium,2025-02-12 00:00:00,3.23,2025-02-19 12:10:02,0,3.23,0.035,aa1f2db9b4,bd9a626c4f
20250701,20250701,193,G Premium,2025-04-13 00:00:00,0.0426,2025-04-20 12:10:02,0,0.0426,0,6712a90afd,21f2e15b7a
20250701,20250701,194,G Premium,2025-03-10 00:00:00,0,2025-03-17 12:10:02,0,0,0,7af60c0b21,ad3d0cc25f
20250701,20250701,195,G Premium,2025-03-19 00:00:00,2.719,2025-03-26 12:10:03,0,2.719,0.004,7f4a492646,40a396d3e7
20250701,20250701,196,G Premium,2025-03-03 00:00:00,12.46,2025-03-10 12:10:02,0,12.46,0.243,b7c0f5e3b5,693e66b85d
20250701,20250701,197,G Premium,2025-04-03 00:00:00,37.392,2025-04-10 12:10:01,0,37.392,0.034,3dcd3239e2,83ae64708f
