fecha_emision,fecha_corte,id,producto,fe_inventario,cantidad_mb,fe_proceso,cantidad_mb_lim,vlmen_fndo_ttal,ANON_CO_OSINERG,ANON_PTA_ABASTECIMIENTO,cantidad_mb_scaled,cantidad_mb_lim_scaled,vlmen_fndo_ttal_scaled
20250701,20250701,2400,Diesel,2025-06-07 00:00:00,4.72886,2025-06-14 12:10:02,4.72886,0.01586,fa3a46cee7,50e0672639,-0.3743241864283508,-0.3743241864283508,-0.2894643936573954
20250701,20250701,2401,Diesel,2025-05-23 00:00:00,56.725,2025-05-30 12:11:38,56.725,2.821,4fb94f5f59,2a0054029a,0.16467038114638788,0.16467038114638788,-0.05080519814349685
20250701,20250701,2402,Diesel,2025-06-06 00:00:00,6.21011,2025-06-13 12:10:02,6.21011,0.48029,13c3a19c48,0af6a53b9b,-0.3589694754205705,-0.3589694754205705,-0.24995103953869904
20250701,20250701,2403,Diesel,2025-05-23 00:00:00,101.391,2025-05-30 12:11:38,101.391,2.813,7f4a492646,40a396d3e7,0.6276803537192227,0.6276803537192227,-0.051485832109755644
20250701,20250701,2404,Diesel,2025-06-06 00:00:00,0.18712,2025-06-13 12:10:02,0.18712,0.0,6712a90afd,21f2e15b7a,-0.42140408865449475,-0.42140408865449475,-0.29081375049550345
20250701,20250701,2405,Diesel,2025-05-23 00:00:00,39.022,2025-05-30 12:11:38,39.022,2.379,b7c0f5e3b5,693e66b85d,-0.018839795373938418,-0.018839795373938418,-0.08841022477929514
20250701,20250701,2406,Diesel,2025-06-06 00:00:00,2.67307,2025-06-13 12:10:02,2.67307,0.02002,c9eb29fe21,3c4ef02753,-0.395634607587969,-0.395634607587969,-0.28911046399494084
20250701,20250701,2407,Diesel,2025-05-23 00:00:00,309.107,2025-05-30 12:11:38,309.107,60.011,f031034954,f187d23508,2.7808747177307516,2.7808747177307516,4.814876868149044
20250701,20250701,2408,Diesel,2025-06-06 00:00:00,4.03124,2025-06-13 12:10:02,4.03124,0.01586,fa3a46cee7,50e0672639,-0.38155574996809594,-0.38155574996809594,-0.2894643936573954
20250701,20250701,2409,Diesel,2025-06-09 00:00:00,0.0,2025-06-16 12:10:02,0.0,0.0,3dcd3239e2,83ae64708f,-0.4233437838604193,-0.4233437838604193,-0.29081375049550345
20250701,20250701,2410,Diesel,2025-06-04 00:00:00,3.95,2025-06-11 12:10:02,3.95,0.70146,e90944ccc2,ac27e8b233,-0.38239788783967205,-0.38239788783967205,-0.2311340627490169
20250701,20250701,2411,Diesel,2025-05-31 00:00:00,52.76,2025-06-07 12:10:02,52.76,2.276,8709d6cc57,40a28403d5,0.123568994381258,0.123568994381258,-0.09717338709487709
